Judul,Content,Category
Al Falah Darussalam Merefresh Siswanya Dalam Takhassus Qur’an Camp,"SIDOARJO (RadarJatim.id) — Upaya meningkatkan siswanya dalam menghafal Al Qur’an agar lebih tenang dan menyegarkan suasananya. Al Falah Darussalam Waru Sidoarjo telah merefresh siswanya dalam Takhassus Qur’an Camp, pada (26-27/10/2023) di Villa Amanah Madinah Prigen Pasuruan. Takhassus Qur’an Camp adalah kegiatan tahunan untuk jenjang SD, SD ICP dan SMP, bagi siswa kelas Takhassus Qur’an. “Kelas Takhassus adalah kelompok siswa yang menghafal Qur’an dengan target lebih banyak daripada siswa lainnya,” tutur Kepala SD Al Falah Darussalam 2 Waru Sidoarjo Ustadzah Juniarti, S.Pd pada (27/10/2023) siang. “Tujuan adalah untuk memperoleh target menghafal meningkat dari sebelumnya. Sarana refresh  pikiran dalam menghafal Al Qur’an, sehingga anak didik semakin cinta Al Qur’an juga semakin rajin dalam murojaah,” jelasnya. Ia uraikan dalam kegiatan Takhassus Qur’an Camp ini anak-anak didik diajak untuk focus dalam menghafal Al Qur’an, sehingga kegiatannya hanya berisi menghafal Al Qur’an dan game saja, makanya kegiatannya memang diadakan di luar sekolah. “Tahun 2021 Takhassus Qur’an Camp diadakan Villa Kebun Krecek Nongko Jajar dengan jumlah peserta 22 anak, dan Tahun ini diadakan di Villa Amanah Madinah Prigen dengan Jumlah peserta 45,” urainya. Program Takhassus Qur’an ini mulai dilaksanakan dimulai pada tahun Pelajaran 2021-2022. “Adapun siswa yang bisa masuk dalam program Takhassus Qur’an ini adalah siswa yang lolos seleksi berdasarkan kriteria yang ditetapkan,” pungkas Ustadzah Juniarti. Adapun ustad-ustadzah pendampingnya adalah M. Alif Khan, Ahmad Haidar Mushoddaq, S.KM. Nur Azizah, Abdul Karim, Fatchur Rofiq S.Pd, Siska Tri wulandari, S.Pd dan Fathir Hanifa Husna, S.Ud.(mad)",Pendidikan
SD Al Falah Darussalam Ajak Siswanya Tadarus Keliling,"SIDOARJO (RadarJatim.id) — Selain sebagai sarana bersilaturrahmi ke rumah teman-temanya, juga dalam rangka menjalankan Sabda Rosululloh ‘Terangilah Rumahmu dengan Sholat dan Membaca Al-qur’an’. Itulah sebabnya SD Al Falah Darussalam Tropodo Waru Sidoarjo kini mulai menjalankan program Tadarling (Tadarus Keliling). Pada (25/10/2023) seluruh siswa kelas satu sekitar 120 siswa yang didampingi para ustad dan ustadzah mulai Tadarling di kediaman Muhammad Salman Al Arsya, siswa kelas 1B. Diawali dengan murojaah surat An-naas sampai surat Al-Qori’ah. Semua siswa mengikuti muroja’ah dengan semangat dan tertib, yang dilanjutkan tausiyah oleh Ustadz Badrul Imam, S.Pd. Ust Imam menjelaskan kalau tujuan Tadarling ini adalah untuk bersilaturrahmi ke rumah nanda, supaya anak-anak bisa mengetahui rumah teman-temanya. Selain itu juga untuk menjelaskan kepada anak-anak bahwa inti dari kegiatan Tadarling adalah Tadarus atau membaca Al-qur’an. “Karena Rosulullah SAW bersabda ‘Terangilah rumahmu dengan sholat dan membaca Al-qur’an,” jelasnya. “Alhamdulillah kegiatan Tadarling berjalan dengan lancar. Semoga bisa menjalin silaturrahmi seluruh siswa, menambah semangat siswa untuk senang dan pandai dalam membaca Al-Qur’an,” jelas Ustadzah Indah,S.Pd selaku pendamping. Kegiatan Tadarling diakhiri dengan game seru yang dipandu oleh Ustadzah Indah selaku wali kelas 1D, dengan hadiah dan voucher bagi siswa yang bisa menjawab pertanyaan yang diberikan. Sebelum game dimulai, ustadzah Indah mengajak siswa untuk bernyanyi bersama.(mad)",Pendidikan
Ihtiar Berharap Hujan Ribuan Siswa SMPN 4 Sidoarjo Lakukan Shalat Istisqa,"SIDOARJO (RadarJatim.id) — Ihtiar berharap hujan segera turun sudah banyak dilakukan oleh masyarakat dari berbagai kalangan, termasuk ribuan siswa dan keluarga besar SMP Negeri 4 Sidoarjo juga telah melakukan shalat Istisqa secara bersama-sama, pada Rabu (25/10/2023) di halaman sekolah, Jl. Suko, Kec. Sidoarjo, Kabupaten Sidoarjo. Mulai pagi, sebelum masuk ruang kelas masing-masing seluruh siswa sudah siap, antusiasi mengikuti prosesi shalat Istisqa yang pernah dijalaninya. Mulai dari kepala sekolah, guru dan karyawan, semuanya melaksanakan dengan tuma’ninah yang dipimpin atau sebagai Imam oleh Ustad Mustafa, S.Pd.I. Kepala SMP Negeri 4 Sidoarjo Lilik Sulistyowati, S.Pd M.Pd berharap kegiatan keagamaan seperti ini lebih menguatkan karakter Iman dan Taqwa para siswa kami, atau lebih mendekatkan diri kepada Allah SWT. “Yakni dengan menjalankan PerintahNya dan menjauhi laranganNya. Dan itu harus dilakukan se sering mungkin agar selalu membekas di hati anak-anak,” harap Lilis_sapaan akrabnya. Ia katakan, bahwa seluruh keluarga besar SMP Negeri 4 Sidoarjo ini juga dalam rangka memohon ampunan, kemudian mohon minta hujan di musim kemarau yang panjang ini. Dengan harapan, jika sudah diberikan hujan akan berdampak terhadap kesehatan, kesuburan tanaman-tanaman kita. “Juga bisa mengurangi polusi udara yang sangat buruk bila kemaraunya berkepanjangan,” tuturnya. Perlu diketahui bahwa kondisi cuaca panas yang sangat ekstrem mencapai sekitar 36 derajat lebih. Begitu juga musim penghujan di wilayah Sidoarjo diprediksi BMKG (Badan Meteorologi Klimatologi dan Geofisika) Juanda Sidoarjo sekitar Januari 2024 mendatang.(mad)",Pendidikan
Peringati HSN Siswa MINU KH Mukmin Gelar Teatrikal Perjuangan KH Hasyim Asy’ari,"SIDOARJO (RadarJatim.id) — Peringatan HSN (Hari Santri Nasional) 2023 bertamakan ‘Jihad Santri Jayakan Negeri’ telah dimanfaatkan oleh MINU KH Mukmin Sidoarjo. Yakni dengan menggelar berbagaimacam kegiatan, salah satunya yang menarik adalah teatrikal tentang perjuangan salah pendiri NU KH. Hasyim Asy’ari. Rangkaiannya dimulai sejak, Jumat (20/10/2023) dengan kegiatan Istighosah bersama, lomba sholawat dan pemilihan Gus dan Ning Santri MINU KH. Mukmin untuk siswa kelas bawah dan siswa kelas atas. Sedangkan untuk Senin (23/10/2023) diawali dengan upacara, semuanya siswanya memakai pakai santri seperti Ponpes. Dilanjut pemberian penghargaan para pemenang Gus dan Ning Santri MINU. KH. Mukmin dan diakhiri dengan gelar Teatrikal tentang perjuangan pendiri NU, KH. Hasyim Asy’ari. Pementasan tersebut digelar di halaman MINU KH. Mukmin, tampak sejumlah siswa-siswi dari kelas tiga dan empat telah melakukan atraksi atau unjuk kebolehan kemampuan mereka sangat luar biasa. Atraksi perang melawan penjajah Jepang hingga sekutu untuk mempertahankan Kemerdekaan Indonesia. M. Royyan Anugrah salah satu siswa pemenang Gus Santri mengaku sangat senang bisa meraih juara. Semoga bisa menambah semangat dan berprestasi yang lebih baik lagi. “Peringatan Hari Santri bisa menambah pengalaman saya, lebih kenal apa itu santri. Saya senang sekali,” katanya. Kepala MINU KH. Mukmin Sidoarjo, Anis Faridah, S.Pd menuturkan kalau gelar seperti ini masuk dalam perwujudan P5 (Projek Penguatan Profil Pelajar Pancasila) pada dimensi beriman kepada Tuhan YME. Berakhlak mulia, meningkatkan  kecintaan anak-anak kepada tanah air, paham Bhineka Tunggal Ika. “Juga terus mendorong anak-anak yang kreatif dan punya sifat tasawuf, toleransi serta menjadi teladan bagi semuanya. Saya juga berharap, bisa membangkitkan semangat anak-anak mengembangkan ilmu agama ataupun pengetahuan lain. Nantinya menjadi bagian dari generasi bangsa yang semakin maju,” harap Anis Faridah.(mad)",Pendidikan
Bupati Gresik Memulai Pembangunan Masjid KH Muchtar Djamil di Green Garden,"GRESIK (RadarJatim.id) — Bupati Gresik Fandi Akhmad Yani, didampingi Wakil Ketua DPRD Mujid Riduan, melakukan peletakan batu pertama pembangunan Masjid KH Muchtar Djamil di komplek Perumahan Green Garden Gresik, kawasan Iconland Jalan Wahidin Sudirohusodo, Gresik, Jawa Timur, Sabtu  (21/10/2023). Saat memulai peletakan batu pertama pembangunan, Bupati Yani nampak terkesan akan pembangunan Masjid tersebut. Ia juga menitipkan pesan agar masyarakat terus gotong-royong dalam membangun Masjid. Dikatakan, pembangunan masjid ini momennya juga bagus, karena bertepatan dengan Hari Santri Nasional. “Semoga niat warga membangun masjid di Hari Santri ini mendapatkan keberkahan dan kemanfaatan. Semoga apa yang diharapkan warga perumahan membangun masjid segera terealisir. Sehingga ini akan menjadi ladang amal bagi warga semua,” ujar Bupati Yani. Masjid tersebut dibangun di atas tanah fasos perumahan seluas 700 M2.  Tanahnya merupakan fasilitas sosial yang disiapkan ole PT Raya Bumi Nusantara Permai (RBNP), pengembang Perumahan Green Garden Regency. Rencananya masjid itu akan dibangun 3 lantai dan mampu menampung hingga 700 jemaah. Pembangunan ditargetkan selesai pada 2025. Kepala Desa Dahanrejo Edi Hasan mengungkapkan kegembiraanya melihat partisipasi warga Perumahan Green Garden yang secara swadaya membangun Masjid. “Masjid ini bentuk kepedulian warga perumahan dalam membangun masjid menjadi contoh bagi warga lainnya untuk guyub dan gotong royong mewujudkan rencananya,” kata Edi Hasan. (sto)",Religi
Peringati HSN 2023 MI Salafiyah Bahaudin Bacakan 7.770 Sholawat Nariyah,"SIDOARJO (RadarJatim.id) — Ikut serta memperingati HSN (Hari Santri Nasional) 2023. MI Salafiyah Bahaudin Ngelom Taman melakukan dengan kegiatan upacara bendera dengan mengenakan pakaian muslim semuanya, yang dimulai pukul 7.00 di halaman sekolah, pada (21/10/2023) pagi. Kepala MI Salafiyah Bahaudin, Nurul Huda, S.Ag menuturkan kalau kegiatan kami selain melakukan upacara bendera dengan berpakaian muslim semumanya. Kami juga membacakan Sholawat Nariyah sebanyak 7.770 kali, dibagi sejumlah  370 santri yang  disambung dengan sarapan bersama ala santri Pondok Pesantren. “Mereka setiap santri membawa bekal sarapan dari rumah masing-masing yang dibungkus daun pisang, serta diakhiri dengan minum susu bersama, sebagai bagian kegitan rutin minum susu setiap tri wulan sekali,” tutur Nurul Huda. Sementara bacaan 7.770 Sholawat Nariyah sebagai upaya kami memohon kepada Yang Maha Kuasa agar negara kita ini aman, tenteram dan damai. “Kami juga berharap tingkah laku santri ini dapat diarahkan ke hal hal yang positif dengan mudah. Sekaligus dalam rangka setiap kegiatan PPDB MI Salafiyah Bahauddin menjadi madrasah pilihan masyarakat,” harap Ustad Huda_sapaan akrabnya.(mad)",Pendidikan
Ribuan Siswa LPFDT Lakukan Shalat Ghoib dan Doa Untuk Palestina,"SIDOARJO (RadarJatim.id) — Ribuan siswa dari Lembaga Pendidikan Al Falah Darussalam (LPFDT) yang menaungi KB, TK, SD, SMP Al Falah Darussalam Waru Sidoarjo telah melaksanakan shalat ghaib dan doa bersama untuk Palestina di Lapangan SD Al Falah Darussalam Tropodo, Waru, Sidoarjo, Jumat (20/10/2023) pagi. Prosesi shalat ghoib dan doa bersama dimpimpin langsung oleh Ustad Moh. Ayyub, S.Ag guru kelas 5B, Selain itu keluarga besar LPFDT juga melakukan penggalangan dana/donasi dari seluruh siswa, guru dan wali murid, terkumpul sekitar Rp 102.015.900 yang bekerjasama dengan lembaga amil zakat, YDSF untuk penyaluran donasi Palestina tersebut. Direktur LPFDT Ustad Ali Efendi, S.Pd MM menuturkan, dalam melakukan sholat ghaib ini sebagai  bentuk solidaritas sesama umat Islam. Sekaligus memberi doa kepada warga Palestina yang meninggal dunia akibat konflik Palestina-Israel. Menurutnya, warga Palestina itu ibarat kalian yang memiliki rumah. Kalian pasti akan mempertahankan rumah kalian jika ada orang lain yang masuk mau mengambil rumah kalian. Nah, warga Palestina saat ini sedang mempertahankan sebagian wilayah yang akan diambil oleh Israel. “Mereka (Palestina dan Israel) merasa memiliki wilayah tersebut yakni jalur Gaza termasuk masjid Al Aqso. Warga Palestina mempertahankan karena itu tanah para nabi. Masjid Al Aqso dahulu sebagai kiblat umat Islam pertama sebelum pindah ke Ka’bah di Masjidil Haram. Selain itu di Masjid Al Aqso Rasulullah diperjalankan Isro Mi’roj ke surga bersama malaikat Jibril,” terang Ustad Ali Efendi kepada murid-muridnya. Wakasek SD Darussalam 2 ICP (International Class Programme) Tropdo Waru, Ustad Ahmad Noval, S.Pd.I menuturkan kalau umat Islam itu bersaudara, maka sekarang kita lakukan sholat Ghaib dan berdoa untuk saudara seiman kita di Palestina. “Berikan doa dan donasi terbaik kalian, agar Allah mencatat ini sebagai perjuangan kita. Kita tak bisa ke Palestina, tapi kita di sini bisa beramal dan berdoa,” tuturnya.(mad)",Pendidikan
Sambut Hari Santri Nasional Civitas Akademika Umaha ‘Macak’ Santri,"SIDOARJO (RadarJatim.id) — Menyambut HSN (Hari Santri Nasional) yang jatuh pada hari Minggu 22 Oktober 2023. Rektor Umaha (Universitas Maarif Hasyim Latif) Sepanjang Sidoarjo menginstruksikan kepada seluruh segenap civitas akademika laki-laki untuk memakai sarung, dan songkok warna hitam ala ‘macak’ santri Ponpes pada setiap aktivitas di lingkungan kampus. Instruksi tersebut disampaikan Rektor Umaha dr. Hidayatulloh, Sp.N melalui Surat Edaran, yang berlaku mulai Jumat 20 Oktober 2023 hingga Minggu 22 Oktober 2023. Hidayatullah berharap dengan memperingati HSN 2023 bisa menjadi tonggak baru dimulainya kemajuan pesantren. Bagaimanapun juga pesantren mempunyai peranan penting dalam membingkai kerukunan bangsa. “Saya juga berpesan untuk para santri di seluruh Indonesia agar tidak melupakan identitasnya, meskipun tak lagi belajar di lingkungan pondok pesantren, dan juga berharap para santri bisa menjaga karakter baik yang dimiliki serta turut berkontribusi untuk negara,” harap Hidayatulloh. Sehingga, suasana dalam perkuliahpun hari ini Jumat (20/10/2023) mahasiswa dan dosen kompak menggunakan sarung dan songkok. Meskipun mereka menggunakan sarung dan songkok, namun mereka tetap memakai sepatu dalam setiap kegiatannya. Seluruh Staf dan Tenaga Kependidikan juga terlihat layaknya santri yang identik menggunakan sarung dan songkok. Meskipun menggunakan sarung dan bersepatu seluruh civitas akademika terlihat percaya diri dan seakan akan terbiasa dengan kostum tersebut. Menurut salah satu mahasiswa Teknik Mesin Semester 1, Muhammad Rizki Hermanto mengatakan, jarang-jarang kuliah menggunakan sarung dan songkok seperti ini. Apalagi tidak memakai sandal namun tetap menggunakan sepatu. “Walaupun sedikit terlihat aneh, tapi saya tetap percaya diri, karena yang berpenampilan seperti ini tidak saya saja,” ungkapnya. Perlu diketahui, bahwa peringatan yang berlaku sejak tahun 2015 ini, diharapkan bisa menjadi titik balik kebangkitan santri di Indonesia. Penetapan 22 Oktober sebagai Hari Santri merujuk tercetusnya “Resolusi Jihad” yang berisi fatwa kewajiban berjihad demi mempertahankan Kemerdekaan Indonesia. Untuk Tahun 2023 ini peringatan Hari Santri mengangkat tema ‘Jihad Santri Jayakan Negeri’. Tema tersebut untuk mengajak para santri berjuang membangun kejayaan negeri dengan semangat jihad. “Selamat merayakan Hari Santri Nasional….,” tambah Iir Humas Umaha.(mad)",Pendidikan
"Sholawat Bareng, Caleg Mas Nailul Makin Digandrungi Emak-emak","GRESIK (RadarJatim.id) — Ratusan ibu-ibu atau emak-emak dari berbagai unsur di Kecamatan Kebomas antusias dan penuh khidmat mengikuti acara Gema Sholawat dan Dakwah di Perum Wiharta Asri Desa Sekarkurung, Kecamatan Kebomas, Gresik, Jawa Timur, Minggu (15/10/2023). Gema Sholawat dan Dakwah yang digelar di halaman dan sepanjang jalan rumah Staf Ahli Ketua DPRD Kabupaten Gresik, Ahmad Nailul Faroq, yang juga calon anggota legislatif (Caleg) DPRD Kabupaten Gresik dari partai PKB Dapil Kecamatan Gresik – Kebomas 2024 itu berlangsung meriah, namun khidmat. Acara diawali dengan pembacaan sholawat Nabi yang dipimpin oleh Gus Mahrus Ali berserta grup sholawat Pace nDoyong Gresik. Kemudian dilanjutkan santunan kepada anak yatim. Ketua DPRD Gresik Moch. Abdul Qodir yang hadir juga menyampaikan sambutan. ementara ceramah agama disampaikan oleh H. Muhammad Qosim, mantan Wakil Bupati Gresik. “Alhamdulillah, acara berjalan lancar dan yang hadir melebihi undangan yang disiapkan. Yang ikut membludak, karena selain masyarakat Kebomas, banyak dari tim dan relawan yang kompak hadir di acara tersebut,” kata Ahmad Nailul Faroq, Selasa (17/10/2023). Kegiatan tersebut, lanjut Mas Nailul, sapaan akrabnya, dalam rangka memperingati Maulid Nabi Muhammad SAW dan doa bersama yang dikemas dalam Gema Sholawat dan Dakwah. “Semoga kita semua mendapat berkah sholawat dan kelak mendapat syafaat Kanjeng Nabi, juga segala urusan dimudahkan atas berkah sholawat Nabi,” harap suami Ketua PAC Fatayat NU Kecamatan Gresik, Erna Yuliati ini. Selain Ketua DPRD Gresik Moch. Abdul Qodir dan mantan Wabup Greik Muhammad Qosim, hadir pula dalam kegiatan tersebut, di antaranya Ketua Muslimat NU Gresik Nyai Hj Aliyah Ghozali, Ketua MWC NU Gresik Muhammad Zainuri. Juga hadir Ketua Muslimat NU Kecamatan Gresik Hj Misturoh, Ketua Majlis Pesona Hj Ulwiyah Inis, dan sejumlah tokoh NU dari Kecamatan Kebomas dan Gresik, serta seluruh tim dan relawan pemenangan Ahmad Nailul Faruq dari seluruh desa di Gresik dan Kebomas. (sto)",Religi
SMP Muhammadiyah 2 Taman Ikhtiar Minta Hujan Melalui Shalat Istisqa,"SIDOARJO (RadarJatim.id) — Setelah mengetahui adanya peringatan dari BMKG (Badan Meteorologi Klimatologi dan Geofisika) Juanda Sidoarjo, tentang peningkatan potensi kebakaran hutan dan lahan, efek dari fenomena El Nino, berakibat musim kemarau lebih ekstrem, panas dan kering berkepanjangan. Melihat kondisi tersebut, Keluarga Besar SMP Muhammadiyah 2 Taman (Spemduta) Sidoarjo melaksakan Shalat Istisqa, sebagai bentuk ikhtiar memohon kepada Allah agar segera diturunkan hujan, pada (11/10/2023) di halaman sekolah. Kepala Spemduta Drs Zainal Arif Fakhrudi MM mengatakan, kita sudah merasakan dampak dari cuaca yang sangat ekstrem ini, bahkan di beberapa daerah banyak terjadi kebakaran dan kekeringan. “Sehingga hari ini anak-anak kita ajak untuk praktik langsung, dari pembelajaran di kelas tentang shalat Istisqa atau shalat meminta hujan,” ajaknya. Seusai shalat Istisqa dilanjutkan dengan khotbah dan doa bersama yang dipimpin oleh Ahmad Kasir Muzzamil SHI MPdI, guru Ismuba Spemduta. Pada khotbah pagi itu, siswa dianjurkan untuk mempelajari surah al-Isra’ ayat 70 tentang kemuliaan manusia. “Dan sesungguhnya telah Kami muliakan anak-anak Adam, Kami angkut mereka di daratan dan di lautan. Kami beri mereka rezeki dari yang baik-baik dan Kami lebihkan mereka dengan kelebihan yang sempurna atas kebanyakan makhluk yang telah Kami ciptakan,” dalam tausiyahnya. Dia menjelaskan, ayat ini mengajarkan kita untuk mensyukuri potensi yang diberikan oleh Allah Subhanahu wa Taala dalam mengelola alam ini, sebagai panduan dalam meniti kehidupan yang rukun dan damai dalam bermasyarakat. “Untuk menjaga ketauhidan kita sebagai umat Muslim, di bawah terik matahari mari kita berdoa menengadah kepada Allah, karena sesungguhnya hanya kepada Allah kita memohon pertolongan,” pintanya. Aisha Kirani Putri, siswi Kelas Excellent, menyampaikan harapannya, dengan shalat dan berdoa meminta perlindungan kepada Allah dari kekeringan dan kepanasan. “Kebetulan ini musim kemaraunya sedang panjang. Maka dari itu kita meminta perlindungan dari Allah semoga setelah ini hujan segera turun dan kemarau panjang ini segera berakhir,” harapnya. Sementara siswa lainnya, Hafizah Lubna Ikrima, mengaku ini menjadi pengalaman pertamanya melaksanakan shalat Istisqa. “Rasanya seperti shalat Jumat tapi kita berkumpul di lapangan. Jadi feel-nya beda,” ucapnya.(mad)",Pendidikan
"Peringati Maulid Nabi, Warga Perumahan Green Hill Gresik Ngaji Bareng Gus Inung","GRESIK (RadarJatim.id) – Ratusan jamaah warga Perumahan Green Hill Sekarkurung, Kecamatan Kebomas, Gresik, Jawa Timur memadati pengajian yang digelar dalam rangka peringatan Maulid Nabi Muhammad SAW, Sabtu (8/10/2023) malam. Selain warga perumahan Green Hill, pengajian dengan KH Ahmad Zainul Muttaqin Al Ishaqi (Gus Inung) sebagai penceramah itu, juga dihadiri oleh jamaah Sunan Prapen dan warga sekitar perumahan. Antusias warga yang ingin mengikuti pengajian sudah nampak sebelum acara dimulai. Apalagi, panitia yang dikoordinasi oleh Ketua RT 10 RW 04 Bayu Indarto itu menyuguhkan acara hiburan berupa rebutan gantungan yang disiapkan di terop khusus di depan panggung acara. Berbagai barang, di antaranya tas, sarung, perabot rumah tangga, aneka jajajan, juga lembaran uang yang digatung di terop (tenda) menjadi sasaran rebutan warga yang hadir dalam acara Maulid Nabi itu. Suasana pun jadi semarak penuh dengan kegembiaraan dan persaudaraan. Selain itu, sebelum pengajian sebagai acara inti, panitia juga menyajikan penampilan grup Banjari dan shalawat. Suasana hidmat pun membawa para jamaah larut dalam dzikir bersama untuk mengagungkan Rasulullah Muhammad SAW. Sementara KH Ahmad Zainul Muttaqin Al Ishaqi (Gus Inung) dalam tausyiyah-nya mengajak para jamaah yang hadir dalam kajian itu untuk meneladani kemuliaan akhlak Rasulullah Muhammad SAW. Dengan meneladani akhlak Rasulullah dalam kehidupan sehari-hari, maka ketenangan dan kebahagiaan insya Allah bakal dirasakan. Tidak hanya itu, keteladanan yang diberikan Kanjeng Rasul kepada umatnya, kelak akan mengantarkan ke kehidupan kekal yang membahagiakan, yakni surga Allah SWT. “Karena itu, dalam peringatan Maulid ini, kita tidak sekedar melakukan peringatan, tapi benar-benar harus bisa meneladani keagungan dan kemuliaan akhlak Kanjeng Nabi, Rusulullah Muhammad, shalallahu ‘alaihi wassalam,” ujar Gus Inung. (maz)",Religi
Kyai ‘Pocong’ Ajak Ribuan Siswa SMKN 1 Sidoarjo Teladani Akhlak Nabi Muhammad SAW,"SIDOARJO (RadarJatim.id) — Peringatan Maulid Nabi Muhammad SAW 1445 H di SMK Negeri 1 Sidoarjo dilakukan dengan sangat semarak. Diantaranya dengan gelaran tumpeng bersama serta pengajian/tausiyah dari KH Abdul Qodim dari Krian yang akrab dipanggil dengan Kyai Pocong. Dalam tausiyahnya Kyai Pocong mengajak ribuan siswa untuk mengenali dan meneladani nilai-nilai akhlak Nabi Muhammad. Sejak pagi sekitar 1.400 murid dan guru juga mengumandangkan salawat. Mereka duduk lesehan di bawah tenda di tengah lapangan sekolah, yang kegiatannya diselenggarakan selama dua hari, tepatnya tanggal 4 dan 5 Oktober 2023. Kepala SMK Negeri 1 Sidoarjo, Dhanu Lukmantoro menyatakan bahwa murid adalah aset yang sangat berharga. Dengan demikian, murid harus dibekali dengan pengetahuan dan iklim belajar yang mendukung tumbuh kembang potensi lahiriah dan batiniah. “Harapan kami, kegiatan ini menjadi momen yang baik bagi keluarga besar SMK Negeri 1 Sidoarjo untuk terus tumbuh dan meningkatkan kolaborsinya. Dengan meneladani pribadi Nabi Muhammad SAW, anak-akan akan memiliki akhlak yang baik. Salah satu dimensi Profil Pelajar Pancasila akan tercapai, yaitu, beriman, bertakwa kepada Tuhan Yang Maha Esa, dan berakhlak mulia,” harapnya. Sementara itu, suasana semakin meriah ketika Kyai Pocong hadir di tengah-tengah guru dan murid. Apalagi, ketika memberikan tausiah Kyai Pocong menyampaikannya dengan cara yang menarik. Waktu tausiah sekitar 2 jam terasa masih kurang. Dalam tausiahnya, Kyai Pocong menekankan pentingnya mencintai Nabi Muhammad SW. “Bukan Nabi yang butuh kita, tetapi kitalah yang butuh nabi. Maka jangan sampai kita berhenti mencintai Nabi Muhammad SAW. Sebagaimana sabda Rasulullah Muhammad SAW, barang siapa yang mencintaiku, maka dia akan bersamaku masuk surga. “Selama berdakwah, Nabi Muhammad SAW mengutamakan untuk penyempurnaan akhlak. Kegiatan maulid ini, sangat baik untuk meneladani akhlak dan memulyakan Nabi Muhammad SAW. Siapa yang memulyakan kelahiran nabi, makan akan mendapatkan syafaat di hari kiamat,” terang Kyai Qodhim. Ketua Panitia Muchammad Fatichuddin, mengatakan kegiatan Maulid Nabi Muhammad SAW diselenggarakan selama dua hari. “Di hari pertama, bertempat di Aula, perwakilan murid Kelas X dan XI mengikuti Lomba Tumpeng Nusantara. Ada 24 tumpeng hasil kreasi murid. Semua tumpeng disajikan dengan bentuk yang unik dan kreatif. Setelah dinilai, tumpeng tersebut dimakan oleh murid bersama dengan guru,” ujarnya. “Sedangkan pada hari kedua, melalui gema salawat dan pengajian diharapkan kecintaan kepada Nabi Muhammad SAW semakin meningkat. Sehingga murid dapat meneladani akhlak Rasulullah untuk di terapkan dalam kehidupan sehari-hari,” katanya.(mad)",Pendidikan
Ketua PC NU Sidoarjo Beri Apresiasi Kades Bluru Kidul,"SIDOARJO (RadarJatim.id) — Ketua PC NU Kabupaten Sidoarjo memberikan apresiasi yang luar biasa kepada Kepala Desa Bluru Kidul Sidoarjo. Karena berhasil mengumpulkan warganya dalam acara ‘Pengajian Umum’ peringatan Maulid Nabi Muhammad SAW, pada Minggu (1/10/2023) sore di Balai Desa Bluru Kidul Sidoarjo. Apresiasi luar biasa tersebut, disampaikan Ketua PC NU Sidoarjo KH. Zainal Abidin yang sebagai penceramah inti dihadapan peserta, yang terdiri dari Fatayat, Muslimat, termasuk seluruh perangkat desa serta seluruh RT dan RWnya, yang memenuhi Balai Desa dan halamannya. Zainal Abidin tidak menyangka, Desa Bluru Kidul yang letaknya di kota, ternyata Kadesnya bisa mengumpulkan warganya sebanyak ini. “Biasanya pengajian umum banyak pengunjungnya itu di desa pinggiran sana. Ternyata tidak, di kota pun bisa. Sekali lagi apresiasi luar biasa Pak Kades,” ungkap Kang Zainal_sapaan akrabnya yang langsung disambut tempuk tangan para jamaah. Dalam tausiyahnya, Kang Zainal mengajak hadirin untuk banyak-banyak baca sholawat. Dalam kegiatan apapun, serta kondisinya apapun harus banyak baca sholawat. Karena kegiatan ini adalah dalam rangka peringatan Maulid Nabi Muhammad SWA. “Makanya kita harus banyak baca sholawat,” ajaknya. Sebelumnya Kades Bluru Kidul, Tri Prasetyono, SH juga mengucapkan terima kasih kepada warganya yang telah mensukseskan acara Peringatan Maulid Nabi Muhammar SWA. Bahkan seluruh RT dan RW berkenan membawa tumpeng dan buah-buahan. Sehingga semuanya bisa berjalan dengan baik dan lancar. Tak ketinggalan, Tri Prasetyono yang menjabat sebagai Kades selama dua periode ini, sekaligus berpamitan kepada warganya. Karena pihaknya akan melangkah untuk mencalonkan diri sebagai anggota Legislatif dari partai PKB Dapil I. “Saya mohon maaf, terima kasih support dan dukungannya selama menjabat sebagai Kades. Saya juga mohon doa restunya untuk melangkah menuju kursi Legislatif,” ungkap Pak Pras_sapaan sehari-harinya.(mad)",Religi
